,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
1359,15838,vauxhall,Zafira Tourer,2016,Manual,28956,Petrol,200.0,42.2,1.4,10999
1360,15840,merc,CLA Class,2020,Automatic,1200,Petrol,145.0,44.1,1.3,29498
1361,15843,toyota,Avensis,2016,Manual,32626,Diesel,20.0,67.3,1.6,10868
1362,15846,vw,Beetle,2016,Manual,50139,Petrol,150.0,48.7,1.4,13790
1363,15850,hyundi,Santa Fe,2010,Manual,72000,Diesel,260.0,41.5,2.2,6995
1364,15852,toyota,Avensis,2015,Manual,57995,Diesel,20.0,67.3,1.6,8776
1365,15853,ford,KA,2014,Manual,14512,Petrol,30.0,57.7,1.2,4890
1366,15856,ford,KA,2017,Manual,9770,Petrol,145.0,57.7,1.2,8600
1367,15858,ford,Grand C-MAX,2013,Manual,59122,Diesel,125.0,57.7,1.6,6699
1368,15860,hyundi,I800,2018,Automatic,36359,Diesel,145.0,28.0,2.5,15899
1369,15863,vw,Arteon,2019,Automatic,4824,Diesel,145.0,37.7,2.0,32450
1370,15869,toyota,Hilux,2018,Automatic,5006,Diesel,265.0,36.2,2.4,22498
1371,15870,hyundi,I40,2016,Semi-Auto,25881,Diesel,125.0,56.5,1.7,11151
1372,15873,ford,Tourneo Custom,2019,Manual,5100,Diesel,145.0,31.7,2.0,20990
1373,15875,merc,CLS Class,2019,Automatic,7289,Diesel,145.0,48.7,2.9,35850
1374,15877,ford,Grand C-MAX,2014,Manual,36441,Diesel,125.0,60.1,1.6,7650
1375,15889,ford,Galaxy,2018,Manual,50638,Diesel,150.0,56.5,2.0,14285
1376,15890,toyota,Avensis,2014,Manual,37618,Diesel,30.0,62.8,2.0,7498
1377,15891,merc,V Class,2019,Automatic,3974,Diesel,145.0,45.6,2.2,38200
1378,15892,skoda,Yeti,2016,Semi-Auto,21720,Petrol,125.0,51.4,1.2,11987
1379,15893,bmw,X6,2018,Automatic,40000,Diesel,145.0,40.9,3.0,34990
1380,15901,skoda,Kamiq,2019,Manual,1500,Petrol,145.0,47.1,1.0,18944
1381,15907,ford,Galaxy,2017,Manual,33695,Diesel,125.0,56.5,2.0,18799
1382,15910,vw,Tiguan Allspace,2020,Manual,407,Diesel,145.0,46.3,2.0,25950
1383,15912,vw,Scirocco,2017,Semi-Auto,34690,Petrol,145.0,44.1,2.0,13963
1384,15915,bmw,X6,2017,Semi-Auto,19311,Diesel,150.0,47.1,3.0,32990
1385,15921,merc,CLS Class,2017,Automatic,37150,Diesel,145.0,57.7,2.1,20790
1386,15922,toyota,Prius,2016,Automatic,36520,Hybrid,0.0,85.6,1.8,17995
1387,15925,ford,Edge,2018,Automatic,11170,Diesel,145.0,47.9,2.0,25995
1388,15928,vw,Scirocco,2016,Manual,27000,Diesel,20.0,55.4,2.0,15000
1389,15929,merc,CLS Class,2016,Automatic,32232,Diesel,160.0,51.4,3.0,22480
1390,15933,hyundi,I40,2014,Manual,51515,Diesel,30.0,62.8,1.7,7498
1391,15934,vw,Scirocco,2015,Manual,43135,Diesel,20.0,55.4,2.0,12995
1392,15935,audi,S3,2017,Manual,21000,Petrol,145.0,39.8,2.0,25450
1393,15936,vw,Arteon,2019,Automatic,50,Petrol,145.0,40.4,1.5,24780
1394,15941,vauxhall,GTC,2015,Manual,20123,Petrol,160.0,44.8,1.6,8998
1395,15943,ford,Puma,2019,Manual,150,Petrol,150.0,50.4,1.0,21000
1396,15946,bmw,X4,2016,Manual,23553,Diesel,160.0,52.3,2.0,19999
1397,15950,ford,Galaxy,2016,Semi-Auto,27902,Diesel,145.0,52.3,2.0,17920
1398,15959,ford,Galaxy,2016,Automatic,25000,Petrol,260.0,35.8,2.0,23000
1399,15963,toyota,Hilux,2017,Manual,32000,Diesel,260.0,40.4,2.4,18250
1400,15964,hyundi,IX35,2011,Manual,32148,Diesel,205.0,48.7,2.0,7990
1401,15969,ford,Grand C-MAX,2017,Manual,8619,Diesel,30.0,64.2,1.5,14495
1402,15972,bmw,6 Series,2019,Semi-Auto,27713,Diesel,145.0,47.9,3.0,31412
1403,15973,audi,Q8,2018,Automatic,11000,Diesel,150.0,33.6,3.0,50000
1404,15978,ford,Grand Tourneo Connect,2019,Manual,4284,Diesel,145.0,61.4,1.5,19000
1405,15981,audi,A8,2018,Semi-Auto,2146,Diesel,150.0,50.4,3.0,36950
1406,15985,merc,V Class,2019,Automatic,101,Diesel,145.0,36.7,2.0,46895
1407,15986,hyundi,Santa Fe,2019,Semi-Auto,1001,Diesel,145.0,39.8,2.2,32998
1408,15987,vw,Caravelle,2019,Semi-Auto,14997,Diesel,145.0,33.6,2.0,39995
1409,15988,toyota,Hilux,2018,Manual,17940,Diesel,265.0,40.4,2.4,19398
1410,15989,hyundi,Santa Fe,2016,Semi-Auto,19201,Diesel,240.0,42.8,2.2,20681
1411,15990,audi,A8,2017,Semi-Auto,6479,Diesel,145.0,50.4,3.0,38995
1412,15991,bmw,M4,2019,Semi-Auto,101,Petrol,145.0,34.0,3.0,41980
1413,15992,toyota,Hilux,2016,Automatic,93112,Diesel,260.0,36.2,2.4,20149
1414,15994,skoda,Scala,2019,Manual,1000,Diesel,145.0,57.7,1.6,18995
1415,15996,vw,Tiguan Allspace,2019,Automatic,5295,Diesel,145.0,38.7,2.0,30990
1416,16011,hyundi,Santa Fe,2015,Manual,61798,Diesel,205.0,46.3,2.2,12999
1417,16016,merc,M Class,2014,Automatic,27000,Diesel,205.0,44.8,2.1,20495
1418,16018,audi,Q8,2019,Semi-Auto,7793,Diesel,145.0,32.8,3.0,66990
1419,16021,merc,V Class,2019,Automatic,18,Diesel,145.0,36.2,2.0,45800
1420,16023,toyota,Prius,2019,Automatic,2100,Hybrid,135.0,62.8,1.8,24990
1421,16027,toyota,Prius,2017,Automatic,17753,Other,140.0,68.9,1.8,21490
1422,16029,ford,Galaxy,2016,Manual,36136,Diesel,125.0,56.5,2.0,14999
1423,16030,bmw,6 Series,2016,Semi-Auto,21654,Diesel,200.0,49.6,3.0,22990
1424,16034,vw,Arteon,2019,Semi-Auto,10583,Petrol,145.0,40.4,1.5,23676
1425,16037,ford,Grand C-MAX,2017,Manual,21689,Diesel,145.0,61.4,2.0,12491
1426,16042,bmw,M5,2019,Automatic,4359,Petrol,150.0,24.1,4.4,68850
1427,16043,audi,A8,2018,Semi-Auto,11276,Diesel,145.0,48.7,3.0,41995
1428,16044,merc,GL Class,2016,Automatic,19132,Diesel,330.0,36.2,3.0,34581
1429,16046,merc,CLS Class,2016,Semi-Auto,33026,Diesel,165.0,51.4,3.0,20498
1430,16052,bmw,X4,2019,Semi-Auto,3414,Diesel,145.0,37.2,3.0,42412
1431,16057,ford,Galaxy,2018,Manual,37085,Diesel,145.0,56.5,2.0,18000
1432,16062,merc,GL Class,2016,Automatic,34586,Diesel,125.0,56.6,2.1,16999
1433,16063,bmw,i8,2019,Automatic,6000,Hybrid,140.0,141.2,1.5,67500
1434,16064,vw,Caravelle,2018,Automatic,13107,Diesel,145.0,47.1,2.0,34999
1435,16066,vw,Scirocco,2011,Manual,51206,Petrol,235.0,37.2,2.0,8699
1436,16067,ford,Tourneo Connect,2016,Manual,16740,Diesel,30.0,64.2,1.5,13990
1437,16070,hyundi,Santa Fe,2019,Semi-Auto,8000,Diesel,145.0,39.2,2.2,35456
1438,16072,audi,RS6,2017,Automatic,15500,Petrol,325.0,29.4,4.0,54995
1439,16073,vauxhall,Agila,2008,Manual,44000,Petrol,150.0,51.4,1.2,2000
1440,16077,skoda,Scala,2019,Manual,4530,Petrol,145.0,49.6,1.0,14990
1441,16080,vw,Shuttle,2019,Automatic,15132,Diesel,145.0,32.8,2.0,27950
1442,16084,merc,CLS Class,2016,Automatic,27167,Diesel,125.0,57.7,2.1,19770
1443,16086,hyundi,I40,2016,Semi-Auto,45518,Diesel,125.0,56.5,1.7,10995
1444,16087,bmw,Z4,2020,Automatic,1784,Petrol,150.0,33.2,3.0,39990
1445,16093,ford,Tourneo Connect,2017,Automatic,15852,Diesel,145.0,56.6,1.5,13950
1446,16097,merc,GLS Class,2017,Automatic,7736,Diesel,150.0,37.2,3.0,38250
1447,16099,merc,M Class,2013,Semi-Auto,62791,Diesel,300.0,39.2,3.0,15880
1448,16101,vw,Jetta,2012,Automatic,72000,Diesel,30.0,65.7,1.6,5995
1449,16103,vw,CC,2013,Manual,66559,Diesel,30.0,60.1,2.0,8380
1450,16112,vw,Caravelle,2019,Semi-Auto,9893,Diesel,145.0,32.8,2.0,43194
1451,16113,ford,Puma,2020,Manual,3198,Petrol,145.0,50.4,1.0,21500
1452,16116,merc,M Class,2015,Semi-Auto,49283,Diesel,200.0,45.6,2.1,18490
1453,16120,bmw,M3,2016,Semi-Auto,33000,Petrol,300.0,34.0,3.0,33750
1454,16122,audi,A7,2017,Automatic,27647,Diesel,150.0,52.3,3.0,26490
1455,16126,merc,M Class,2014,Automatic,73181,Diesel,300.0,39.2,3.0,17050
1456,16127,toyota,Hilux,2018,Automatic,21622,Diesel,260.0,36.2,2.4,28850
1457,16129,vauxhall,Combo Life,2019,Manual,1383,Diesel,145.0,50.4,1.5,16000
1458,16130,skoda,Kamiq,2019,Semi-Auto,5690,Petrol,150.0,43.5,1.5,19490
1459,16136,skoda,Rapid,2017,Manual,22149,Petrol,145.0,61.4,1.0,9295
1460,16145,merc,M Class,2015,Semi-Auto,30198,Diesel,300.0,39.2,3.0,23249
1461,16147,vauxhall,GTC,2018,Manual,4694,Petrol,145.0,47.1,1.4,9490
1462,16152,ford,KA,2017,Manual,24239,Petrol,30.0,57.7,1.2,7425
1463,16157,hyundi,I40,2019,Semi-Auto,9000,Diesel,145.0,54.3,1.6,21490
1464,16158,ford,Tourneo Custom,2016,Manual,31250,Diesel,240.0,44.1,2.0,22495
1465,16160,toyota,Land Cruiser,2019,Semi-Auto,8813,Diesel,145.0,30.1,2.8,47795
1466,16161,vw,Caravelle,2019,Semi-Auto,8,Diesel,145.0,32.8,2.0,37944
1467,16165,vw,Scirocco,2014,Semi-Auto,51756,Diesel,30.0,57.6,2.0,11298
1468,16166,vauxhall,Antara,2013,Manual,67400,Diesel,235.0,44.1,2.2,5299
1469,16167,audi,RS5,2019,Automatic,10000,Petrol,150.0,29.7,2.9,54500
1470,16172,ford,KA,2019,Manual,5000,Petrol,145.0,47.9,1.2,10000
1471,16174,vw,Scirocco,2016,Semi-Auto,16395,Diesel,30.0,57.6,2.0,15798
1472,16176,toyota,Avensis,2017,Manual,35939,Diesel,145.0,67.3,1.6,10595
1473,16181,bmw,8 Series,2019,Semi-Auto,1600,Petrol,145.0,33.2,3.0,59790
1474,16188,toyota,IQ,2009,Automatic,27292,Petrol,20.0,60.1,1.0,3995
1475,16196,vw,Arteon,2018,Semi-Auto,21601,Diesel,145.0,50.4,2.0,21811
1476,16197,vauxhall,Vivaro,2018,Manual,22036,Diesel,150.0,40.9,1.6,18500
1477,16198,audi,A7,2018,Automatic,17087,Diesel,150.0,38.2,3.0,33950
1478,16199,vauxhall,GTC,2017,Manual,13533,Petrol,145.0,47.1,1.4,11498
1479,16203,audi,A7,2019,Semi-Auto,259,Diesel,145.0,38.2,3.0,42990
1480,16206,skoda,Rapid,2013,Manual,51997,Petrol,30.0,56.5,1.2,5990
1481,16207,ford,KA,2014,Manual,31599,Petrol,30.0,57.7,1.2,4499
1482,16214,bmw,X6,2020,Semi-Auto,2950,Diesel,150.0,34.9,3.0,49975
1483,16215,hyundi,I40,2016,Manual,38572,Diesel,20.0,67.3,1.7,8850
1484,16216,audi,A8,2019,Semi-Auto,8613,Petrol,145.0,37.7,3.0,41000
1485,16217,skoda,Yeti,2014,Manual,22967,Petrol,160.0,46.3,1.2,10299
1486,16225,vw,Shuttle,2019,Semi-Auto,10000,Diesel,150.0,32.8,2.0,31950
1487,16226,vw,Arteon,2019,Semi-Auto,7891,Diesel,145.0,50.4,2.0,23240
1488,16227,toyota,Verso,2017,Manual,15558,Petrol,145.0,41.5,1.6,12998
1489,16229,ford,Puma,2002,Manual,69000,Petrol,220.0,38.7,1.6,2695
1490,16230,bmw,M5,2019,Automatic,123,Petrol,145.0,26.9,4.4,68930
1491,16232,vw,Beetle,2014,Automatic,26228,Petrol,145.0,47.9,1.2,9280
1492,16233,merc,CLS Class,2019,Automatic,4263,Diesel,145.0,48.7,2.9,44995
1493,16235,merc,CLS Class,2016,Semi-Auto,33063,Diesel,165.0,51.4,3.0,21691
1494,16237,vw,Scirocco,2014,Manual,70000,Diesel,20.0,55.4,2.0,9975
1495,16242,ford,Grand C-MAX,2018,Manual,4354,Petrol,145.0,54.3,1.0,13950
1496,16246,hyundi,IX35,2013,Manual,65900,Diesel,150.0,48.7,1.7,7990
1497,16252,bmw,M4,2017,Semi-Auto,60584,Petrol,150.0,34.0,3.0,29991
1498,16253,hyundi,Santa Fe,2019,Semi-Auto,3122,Diesel,145.0,39.8,2.2,33998
1499,16255,bmw,7 Series,2019,Semi-Auto,7315,Diesel,145.0,42.2,3.0,48995
1500,16259,vw,Caravelle,2019,Semi-Auto,17600,Diesel,145.0,33.6,2.0,55990
1501,16260,ford,Edge,2019,Semi-Auto,1537,Diesel,150.0,37.2,2.0,33591
1502,16263,vw,Caravelle,2019,Automatic,5691,Diesel,145.0,33.6,2.0,51994
1503,16264,hyundi,Santa Fe,2019,Semi-Auto,5299,Diesel,145.0,39.8,2.2,29690
1504,16272,skoda,Yeti,2017,Semi-Auto,22200,Petrol,125.0,51.4,1.2,13999
1505,16279,toyota,IQ,2013,Manual,41142,Petrol,0.0,64.2,1.0,4849
1506,16280,merc,GLS Class,2019,Semi-Auto,10514,Diesel,145.0,37.2,3.0,47980
1507,16288,toyota,Prius,2016,Automatic,18096,Hybrid,0.0,94.1,1.8,19500
1508,16289,toyota,Prius,2019,Automatic,7620,Hybrid,135.0,64.2,1.8,22300
1509,16290,vauxhall,Vivaro,2017,Manual,33918,Diesel,160.0,50.4,1.6,14999
1510,16292,audi,RS6,2015,Automatic,28123,Petrol,555.0,28.8,4.0,43990
1511,16295,merc,CLS Class,2017,Semi-Auto,12190,Diesel,150.0,57.7,2.1,21890
1512,16297,skoda,Yeti,2016,Manual,13757,Petrol,125.0,51.4,1.2,11355
1513,16298,ford,Galaxy,2016,Automatic,12181,Diesel,145.0,52.3,2.0,17995
1514,16301,bmw,X4,2016,Automatic,31084,Diesel,145.0,54.3,2.0,21400
1515,16302,vw,Scirocco,2016,Manual,38287,Petrol,125.0,52.3,1.4,13500
1516,16307,vw,Caravelle,2019,Automatic,1000,Diesel,145.0,33.6,2.0,50999
1517,16310,hyundi,Santa Fe,2018,Semi-Auto,13018,Diesel,145.0,42.8,2.2,22270
1518,16311,merc,V Class,2019,Automatic,18349,Diesel,145.0,48.7,2.1,24750
1519,16313,skoda,Kamiq,2019,Manual,1987,Petrol,145.0,47.1,1.0,18285
1520,16314,bmw,X4,2016,Automatic,44572,Diesel,200.0,47.9,3.0,23995
1521,16318,toyota,Camry,2019,Automatic,4600,Hybrid,135.0,52.3,2.5,29990
1522,16319,vw,CC,2014,Semi-Auto,57954,Diesel,145.0,53.3,2.0,9580
1523,16320,ford,Grand C-MAX,2017,Manual,37306,Petrol,30.0,54.3,1.0,11179
1524,16324,merc,CLS Class,2017,Semi-Auto,27772,Diesel,145.0,57.7,2.1,21500
1525,16325,vw,CC,2015,Manual,68345,Diesel,30.0,62.8,2.0,9000
1526,16326,bmw,X4,2019,Automatic,4002,Diesel,145.0,42.8,2.0,37540
1527,16327,skoda,Scala,2020,Semi-Auto,3000,Petrol,145.0,47.1,1.0,17450
1528,16329,vw,Scirocco,2016,Semi-Auto,31269,Diesel,30.0,62.8,2.0,15991
1529,16330,toyota,Land Cruiser,2020,Automatic,4,Diesel,145.0,30.1,2.8,47885
1530,16334,hyundi,I800,2018,Automatic,34889,Diesel,145.0,28.0,2.5,15498
1531,16339,vw,Amarok,2015,Automatic,49555,Diesel,260.0,35.3,2.0,16498
1532,16342,ford,Edge,2017,Semi-Auto,24558,Diesel,200.0,47.9,2.0,23299
1533,16343,toyota,Land Cruiser,2019,Semi-Auto,6254,Diesel,145.0,30.1,2.8,50995
1534,16344,vw,Beetle,2015,Manual,25917,Petrol,205.0,42.8,1.4,10995
1535,16345,merc,GLS Class,2017,Semi-Auto,7517,Diesel,145.0,37.2,3.0,43498
1536,16347,skoda,Kamiq,2019,Manual,1234,Petrol,145.0,47.9,1.0,19950
1537,16348,toyota,Prius,2017,Automatic,12232,Hybrid,0.0,85.6,1.8,19998
1538,16350,merc,V Class,2019,Semi-Auto,1096,Diesel,145.0,36.2,2.0,46980
1539,16351,audi,Q8,2018,Semi-Auto,12332,Diesel,150.0,33.6,3.0,49991
1540,16353,hyundi,I40,2017,Manual,27145,Diesel,145.0,65.7,1.7,12450
1541,16354,ford,Galaxy,2017,Manual,20540,Diesel,145.0,56.5,2.0,18990
1542,16356,skoda,Kamiq,2019,Semi-Auto,126,Diesel,145.0,52.3,1.6,22495
1543,16358,merc,X-CLASS,2019,Automatic,4000,Diesel,260.0,35.8,2.3,28990
1544,16361,vw,CC,2017,Manual,20405,Diesel,30.0,62.8,2.0,13499
1545,16362,merc,GLB Class,2020,Semi-Auto,3001,Diesel,145.0,44.8,2.0,36880
1546,16368,ford,Edge,2017,Manual,44163,Diesel,160.0,48.7,2.0,16995
1547,16370,audi,RS3,2016,Semi-Auto,49459,Petrol,305.0,34.9,2.5,28500
1548,16371,hyundi,I40,2014,Manual,38589,Diesel,30.0,62.8,1.7,8998
1549,16372,ford,Edge,2017,Manual,27096,Diesel,160.0,48.7,2.0,19650
1550,16373,skoda,Yeti,2016,Manual,12510,Petrol,125.0,51.4,1.2,11990
1551,16376,bmw,6 Series,2020,Semi-Auto,123,Diesel,145.0,42.2,2.0,44991
1552,16380,skoda,Scala,2020,Semi-Auto,2800,Petrol,145.0,45.6,1.5,17995
1553,16381,vauxhall,Combo Life,2019,Automatic,2812,Diesel,145.0,50.4,1.5,15640
1554,16385,ford,KA,2015,Manual,18432,Petrol,30.0,57.7,1.2,6200
1555,16386,vw,Amarok,2018,Manual,5655,Diesel,260.0,32.5,3.0,22788
1556,16388,vw,Arteon,2019,Automatic,8695,Diesel,145.0,37.7,2.0,31495
1557,16389,vw,CC,2016,Automatic,44807,Diesel,125.0,58.9,2.0,11389
1558,16392,skoda,Yeti,2016,Semi-Auto,17289,Petrol,125.0,51.4,1.2,12480
1559,16394,audi,RS4,2020,Semi-Auto,2500,Petrol,145.0,28.8,2.9,69691
1560,16395,merc,CLS Class,2016,Automatic,53555,Diesel,160.0,51.4,3.0,20450
1561,16396,bmw,6 Series,2015,Semi-Auto,40500,Diesel,165.0,49.6,3.0,19990
1562,16397,vw,Scirocco,2017,Semi-Auto,46323,Diesel,145.0,62.8,2.0,13570
1563,16399,vw,Shuttle,2018,Manual,23735,Diesel,145.0,47.1,2.0,19998
1564,16404,audi,A7,2017,Semi-Auto,49281,Diesel,150.0,54.3,3.0,22895
1565,16405,toyota,Hilux,2018,Automatic,16000,Diesel,265.0,36.2,2.4,18995
1566,16406,ford,Grand C-MAX,2016,Manual,19373,Diesel,30.0,64.2,1.5,10290
1567,16408,toyota,Hilux,2018,Manual,12335,Diesel,260.0,40.4,2.4,22998
1568,16409,merc,CLA Class,2017,Automatic,9970,Petrol,150.0,41.5,2.0,23490
1569,16413,bmw,X6,2019,Semi-Auto,4193,Petrol,150.0,26.4,3.0,64772
1570,16424,vw,Amarok,2019,Automatic,6500,Diesel,260.0,27.7,3.0,39995
1571,16427,merc,M Class,2015,Semi-Auto,46049,Diesel,300.0,39.2,3.0,23480
1572,16429,ford,Grand C-MAX,2016,Semi-Auto,22885,Diesel,30.0,58.9,1.5,9995
1573,16434,vw,Scirocco,2014,Manual,60680,Diesel,30.0,62.8,2.0,9391
1574,16435,hyundi,I800,2016,Manual,48859,Diesel,300.0,37.7,2.5,13695
1575,16437,ford,Edge,2018,Automatic,18339,Diesel,145.0,48.7,2.0,23995
1576,16443,ford,KA,2015,Manual,32897,Petrol,30.0,57.7,1.2,4749
1577,16446,hyundi,IX20,2016,Manual,28355,Petrol,125.0,50.4,1.4,8298
1578,16447,hyundi,Santa Fe,2018,Semi-Auto,10958,Diesel,145.0,39.2,2.2,30699
1579,16453,merc,S Class,2016,Automatic,42000,Diesel,165.0,50.4,3.0,31990
1580,16455,audi,A8,2018,Automatic,12387,Diesel,145.0,50.4,3.0,34495
1581,16459,ford,Mustang,2018,Manual,17876,Petrol,145.0,20.9,5.0,28615
1582,16460,ford,Grand Tourneo Connect,2019,Manual,6069,Diesel,145.0,61.4,1.5,16500
1583,16462,merc,M Class,2014,Semi-Auto,46556,Diesel,200.0,44.8,2.1,18490
1584,16463,hyundi,IX20,2016,Manual,19658,Petrol,125.0,50.4,1.4,8498
1585,16464,hyundi,Santa Fe,2019,Semi-Auto,6697,Diesel,145.0,39.2,2.2,33999
1586,16465,vw,Caravelle,2020,Semi-Auto,3000,Diesel,150.0,33.6,2.0,45995
1587,16467,hyundi,IX20,2017,Manual,17899,Petrol,150.0,50.4,1.4,9200
1588,16471,skoda,Yeti,2014,Manual,34263,Petrol,165.0,46.3,1.2,7990
1589,16472,ford,Grand C-MAX,2017,Manual,11663,Diesel,30.0,64.2,1.5,11998
1590,16475,skoda,Scala,2019,Semi-Auto,3425,Petrol,145.0,45.6,1.5,17495
1591,16479,toyota,Prius,2017,Automatic,31500,Hybrid,0.0,85.6,1.8,18995
1592,16482,bmw,Z4,2014,Manual,36000,Petrol,200.0,41.5,2.0,11990
1593,16489,toyota,Prius,2016,Automatic,62737,Hybrid,0.0,94.1,1.8,15998
1594,16490,vw,Scirocco,2016,Manual,39184,Diesel,20.0,55.4,2.0,14490
1595,16493,bmw,X4,2020,Semi-Auto,4000,Diesel,150.0,40.9,3.0,46999
1596,16498,skoda,Scala,2019,Manual,1713,Diesel,145.0,57.7,1.6,18263
1597,16500,ford,Tourneo Custom,2017,Manual,64432,Diesel,145.0,44.8,2.0,19194
1598,16502,merc,S Class,2012,Automatic,107000,Petrol,265.0,36.7,3.5,10948
1599,16504,hyundi,I800,2018,Automatic,32672,Diesel,145.0,28.0,2.5,16995
1600,16507,toyota,Avensis,2010,Manual,79031,Petrol,200.0,42.2,1.8,5495
1601,16508,vw,Tiguan Allspace,2019,Automatic,10009,Diesel,145.0,44.1,2.0,27750
1602,16513,bmw,X4,2019,Semi-Auto,15411,Diesel,150.0,40.9,3.0,34500
1603,16516,ford,Galaxy,2017,Manual,38609,Diesel,125.0,56.5,2.0,17750
1604,16525,ford,KA,2018,Manual,17000,Petrol,145.0,57.7,0.0,8444
1605,16530,skoda,Kamiq,2019,Manual,2000,Petrol,145.0,47.1,1.0,21999
1606,16531,audi,Q8,2019,Semi-Auto,1943,Diesel,145.0,33.6,3.0,55995
1607,16535,toyota,Prius,2016,Automatic,12056,Hybrid,0.0,85.6,1.8,19798
1608,16536,merc,CLK,2003,Automatic,105000,Diesel,230.0,39.2,2.7,3376
1609,16537,hyundi,IX20,2017,Automatic,18250,Petrol,160.0,43.5,1.6,9500
1610,16538,audi,A7,2019,Automatic,2800,Diesel,145.0,35.8,3.0,47750
1611,16539,vauxhall,Antara,2012,Manual,50478,Diesel,235.0,42.8,2.2,5800
1612,16540,merc,GL Class,2017,Automatic,69751,Diesel,125.0,56.5,2.1,17399
1613,16541,hyundi,IX35,2011,Manual,74250,Diesel,165.0,49.6,2.0,6200
1614,16543,merc,V Class,2019,Semi-Auto,1611,Diesel,145.0,36.7,2.0,49989
1615,16546,skoda,Scala,2019,Semi-Auto,8783,Petrol,150.0,47.1,1.0,14985
1616,16551,audi,RS3,2018,Semi-Auto,15400,Petrol,150.0,34.0,2.5,36996
1617,16552,bmw,X4,2019,Semi-Auto,9064,Diesel,150.0,42.8,2.0,33998
1618,16557,vauxhall,Combo Life,2019,Manual,1733,Petrol,145.0,42.2,1.2,16658
1619,16559,hyundi,I40,2019,Manual,30,Diesel,145.0,54.3,1.6,16000
1620,16563,merc,S Class,2011,Automatic,53521,Diesel,260.0,41.5,3.0,12990
1621,16568,vauxhall,GTC,2016,Manual,27004,Petrol,160.0,47.1,1.4,6713
1622,16570,vw,CC,2016,Semi-Auto,11452,Petrol,205.0,39.2,1.8,14795
1623,16572,vauxhall,Combo Life,2019,Manual,6100,Diesel,145.0,53.3,1.5,14990
1624,16575,merc,S Class,2019,Automatic,12007,Diesel,145.0,52.3,3.0,44980
1625,16579,toyota,Avensis,2018,Manual,40875,Diesel,145.0,67.3,1.6,11590
1626,16580,bmw,M4,2018,Semi-Auto,2577,Petrol,150.0,34.0,3.0,43500
1627,16585,merc,V Class,2019,Automatic,2738,Diesel,145.0,44.8,2.2,39950
1628,16586,toyota,Prius,2016,Automatic,67874,Hybrid,0.0,94.1,1.8,15499
1629,16588,bmw,X7,2019,Automatic,1793,Diesel,145.0,31.4,3.0,78386
1630,16589,merc,M Class,2014,Semi-Auto,42218,Diesel,200.0,46.3,2.1,19420
1631,16591,hyundi,IX35,2015,Automatic,44705,Diesel,265.0,41.5,2.0,10995
1632,16593,toyota,IQ,2013,Manual,72913,Petrol,30.0,54.3,1.3,4950
1633,16595,skoda,Scala,2020,Manual,2735,Diesel,145.0,57.7,1.6,18250
1634,16596,merc,CLS Class,2015,Automatic,40032,Diesel,160.0,51.4,3.0,19995
1635,16599,ford,Grand C-MAX,2017,Manual,12172,Petrol,30.0,54.3,1.0,11499
1636,16601,merc,CLS Class,2016,Automatic,48017,Diesel,160.0,51.4,3.0,19499
1637,16604,hyundi,I800,2018,Automatic,29746,Diesel,145.0,31.7,2.5,15280
1638,16605,bmw,7 Series,2019,Semi-Auto,4279,Diesel,145.0,41.5,3.0,51990
1639,16610,bmw,X6,2019,Automatic,6222,Diesel,145.0,34.9,3.0,55990
1640,16611,bmw,M5,2019,Semi-Auto,3153,Petrol,145.0,24.1,4.4,70686
1641,16612,hyundi,I800,2017,Manual,44812,Diesel,300.0,37.7,2.5,12819
1642,16614,skoda,Rapid,2018,Manual,9982,Petrol,150.0,61.4,1.0,10000
1643,16615,skoda,Yeti,2016,Manual,13368,Diesel,145.0,55.4,2.0,13298
1644,16625,skoda,Yeti,2016,Manual,34770,Petrol,125.0,51.4,1.2,10300
1645,16627,merc,CLA Class,2019,Automatic,6571,Diesel,145.0,55.4,2.0,32890
1646,16643,vw,Shuttle,2019,Semi-Auto,5000,Diesel,145.0,33.2,2.0,32395
1647,16644,audi,SQ5,2014,Automatic,40000,Diesel,260.0,41.5,3.0,22200
1648,16648,vw,Arteon,2019,Automatic,3080,Petrol,145.0,40.4,1.5,27950
1649,16649,merc,SLK,2016,Semi-Auto,12178,Diesel,30.0,70.6,2.0,18991
1650,16652,hyundi,I800,2018,Manual,20896,Diesel,145.0,37.7,2.5,15701
1651,16653,merc,SLK,2015,Semi-Auto,34465,Petrol,200.0,43.5,2.0,14365
1652,16654,ford,KA,2008,Manual,59750,Petrol,160.0,43.5,1.3,1294
1653,16658,ford,Galaxy,2019,Automatic,16109,Diesel,145.0,53.3,2.0,24799
1654,16659,vauxhall,Combo Life,2018,Manual,15127,Diesel,145.0,53.3,1.5,13499
1655,16660,merc,GL Class,2015,Semi-Auto,45000,Diesel,325.0,36.2,3.0,28881
1656,16662,hyundi,IX20,2017,Automatic,31128,Petrol,145.0,43.5,1.6,9795
1657,16667,vw,Caddy Maxi Life,2019,Automatic,11650,Diesel,145.0,44.1,2.0,18450
1658,16673,toyota,Hilux,2017,Manual,14396,Diesel,260.0,39.8,2.4,14995
1659,16674,ford,KA,2016,Manual,18000,Petrol,30.0,57.7,1.2,6490
1660,16675,hyundi,Santa Fe,2014,Automatic,37006,Diesel,265.0,41.5,2.2,15500
